V1,AGO_A01,AGO_A02,AGO_A03,AGO_B05,AGO_B06,AGO_B07,AGO_B08,AGO_B09,AGO_C10T12,AGO_C13T15,AGO_C16,AGO_C17_18,AGO_C19,AGO_C20,AGO_C21,AGO_C22,AGO_C23,AGO_C24A,AGO_C24B,AGO_C25,AGO_C26,AGO_C27,AGO_C28,AGO_C29,AGO_C301,AGO_C302T309,AGO_C31T33,AGO_D,AGO_E,AGO_F,AGO_G,AGO_H49,AGO_H50,AGO_H51,AGO_H52,AGO_H53,AGO_I,AGO_J58T60,AGO_J61,AGO_J62_63,AGO_K,AGO_L,AGO_M,AGO_N,AGO_O,AGO_P,AGO_Q,AGO_R,AGO_S,AGO_T,ARE_A01,ARE_A02,ARE_A03,ARE_B05,ARE_B06,ARE_B07,ARE_B08,ARE_B09,ARE_C10T12,ARE_C13T15,ARE_C16,ARE_C17_18,ARE_C19,ARE_C20,ARE_C21,ARE_C22,ARE_C23,ARE_C24A,ARE_C24B,ARE_C25,ARE_C26,ARE_C27,ARE_C28,ARE_C29,ARE_C301,ARE_C302T309,ARE_C31T33,ARE_D,ARE_E,ARE_F,ARE_G,ARE_H49,ARE_H50,ARE_H51,ARE_H52,ARE_H53,ARE_I,ARE_J58T60,ARE_J61,ARE_J62_63,ARE_K,ARE_L,ARE_M,ARE_N,ARE_O,ARE_P,ARE_Q,ARE_R,ARE_S,ARE_T
AGO_D,0.0001545431615252901,4.572431336103454e-05,5.696801404843932e-05,0.005022516304437258,0.0018316177157325895,0.004463594377692959,0.004757018572555704,0.000105319992443751,0.002664296187374151,0.02584010667750007,0.0003604588762998289,0.014038522517868511,0.007084972652100173,0.0031781213434140263,0.0019581792032845164,0.0033948156084924004,0.00033045957394734594,0.04399546894724928,0.06521064464920841,0.03763359833947657,0.07023770425053379,0.050292983924731464,0.031657444086605584,0.06217041142744835,0.021696669400593574,0.03268693526967558,0.003126507497748157,0.017852296261684563,0.01789571348069073,0.006802805170849583,0.015258241326668595,0.0027464219148498736,0.0031908990959480014,0.004260694010855863,0.0030927162575955657,0.0027382185871857615,0.0001995393604108235,0.002772855994606812,0.0032151989467029056,0.0010478060546687132,0.002491395835291277,0.0015002586542535376,0.00026797255998107535,0.006633867636227451,0.0010781271611068665,0.005674376808150207,0.014590638197432395,0.000956022166033526,0.00829107468547983,0.0,0.0,0.0,0.0,0.0,2.8785261324440233e-09,0.0,4.891855565567417e-08,1.1351144654676882e-08,3.4042742671946443e-09,0.0,0.0,0.0,1.2273146534570302e-08,2.194473254220817e-08,0.0,0.0,9.113457026336387e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1293309044169273e-09,0.0,1.4689966268269883e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO_E,0.00015915613894867148,9.876451685983461e-05,2.1707142899498254e-06,7.130620162834111e-05,0.00014340081123048252,0.0008489938693897629,0.000189065836211401,0.00019423082867210038,0.0005663456840971728,0.002591340308653479,1.0125249334264858e-05,0.0005201127865834017,0.0007446806708291187,0.000746503535000338,0.001142086711695195,0.0025407926796575738,2.6548014739457783e-05,0.0013955723492353974,0.001471353265444186,0.0016500088595000127,0.0019142087232160564,0.002255901032085374,0.001442184941220521,0.0019112727102055306,0.0030735539076834624,0.0042035093723379316,0.0009388759292294332,0.0002989762668536632,0.0012061979258454348,2.8842983985291647e-06,0.00025743175599691705,0.00039146688201299393,0.0005063146921267154,0.00034015434381618533,0.0007052145874282813,0.0022031591014307446,0.00015769499136778723,0.0005090936892036455,0.000338661926947363,0.0002280728117815987,0.0003300353213534504,0.0010187099464033125,1.967452215272311e-05,0.00029349125676575774,0.0016762365634380972,0.0002013904452388772,0.0010997032490022204,0.0003612906027798475,0.0016298002347764776,0.0,0.0,0.0,0.0,0.0,2.3987717770366863e-09,0.0,4.28037361987149e-08,8.51335849100766e-09,3.4042742671946443e-09,0.0,0.0,0.0,1.0519839886774545e-08,2.194473254220817e-08,0.0,0.0,7.59454752194699e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1293309044169273e-09,0.0,1.329092186176799e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO_F,9.600548816362186e-05,0.00018289725344413816,4.60614983477158e-06,0.0005850765261812605,0.00495241703502579,0.0006522313417200324,0.002415252000020499,0.00020576747013374501,0.0010524531638336407,0.007746740199727784,2.6325648269088627e-05,0.0010357028532834694,1.4741794931467263e-06,0.0007811473735604299,0.0017669550894533121,0.011673774304760656,7.939120598275945e-05,0.0010603514148399573,0.0017348125754933726,0.002354874574792678,0.0023652796896768695,0.00298021543967639,0.002501302613245153,0.0026512290315152463,0.007174444265940626,0.005855153762884872,9.117614545991958e-05,0.00042244255352164023,0.002627225220836543,0.023791542727047265,0.010162825225496023,0.0019036559966980364,0.0011257640578091978,0.0016040120683144003,0.00482732539509556,0.02475327557446558,6.654395607580855e-05,0.006748862442109196,0.009700105902658237,0.004109096373510951,0.006664443892449108,0.0026926844444055804,0.0018159955164362537,0.0024592335214914936,0.013167249613762559,6.0351176002261775e-05,0.01731987913794391,0.011686434501488185,0.004277695307173784,0.0,0.0,0.0,0.0,0.0,3.8380348432586986e-09,0.0,6.930128717887175e-08,1.4188930818346102e-08,3.4042742671946443e-09,0.0,0.0,0.0,1.6656413154059695e-08,3.291709881331225e-08,0.0,0.0,1.2910730787309882e-07,1.9278592374348933e-08,5.535250871546007e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.654787380872354e-09,2.1293309044169273e-09,0.0,2.168518830077935e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2005113246646285e-09,0.0,0.0,0.0,0.0,0.0
AGO_G,0.020311697200929478,0.010614015343372522,0.023066486543265614,0.009044917421933424,0.0014862239852323912,0.007014219736374651,0.005747165740002719,0.0068288545434458696,0.032332426111216804,0.04085929686064578,0.02143312779077185,0.01725015615946708,0.006354571719943475,0.01844115255210244,0.02939731749374094,0.022491823592138735,0.016757106903545753,0.014775039915090866,0.008897333479203462,0.013899095162712994,0.030573049653021392,0.013995308247159137,0.0470934529802751,0.01681702911570453,0.01911141738608403,0.016739639093381144,0.024601171404896274,0.0065150289302529675,0.010936095982083099,0.01523762622339574,0.02247307291493484,0.019227474213416623,0.0201216795884769,0.02827865137776074,0.010455444272380536,0.002315223062395744,0.01976599099368566,0.014471834060899282,0.011836127557335156,0.006236462522700083,0.00236971283703478,0.005038292666514741,0.003447310376816286,0.009475574861294465,0.0030448077073567904,0.002455741646462057,0.01125069935960912,0.007452466941638402,0.00762224389720271,0.0,1.8510711737295037e-05,6.473172615379106e-06,7.658993337264948e-06,4.3995129069631605e-05,1.746113951940545e-05,3.6844352895174185e-05,0.00030820320681596583,6.471003789014922e-05,1.5196680328756892e-05,7.037783870200455e-06,7.156145054286612e-06,3.682923824220035e-05,7.498454205960506e-05,0.0001479897900815163,4.527742479038459e-06,1.1614066330481224e-05,0.0005612978182520581,5.5792246331365804e-05,1.967228159747451e-05,1.0685394270207088e-05,9.687680879502116e-07,8.993541748773344e-06,7.275799292509792e-06,6.307411578846879e-06,5.072596893152762e-06,3.2596004728633626e-06,1.9608873170551748e-05,1.236928322375793e-05,1.3494115924101773e-05,9.476077526338952e-05,2.1746049452697977e-06,2.586408121735327e-06,6.020843529544246e-07,2.2589751746050658e-07,3.1613009139505454e-06,5.788951053646981e-07,5.994988215344482e-06,8.167368656223533e-07,3.3354175361223013e-07,3.1545909960657735e-07,6.504418896598901e-07,3.3193605915083517e-06,2.041494211764118e-06,3.182235972238595e-06,4.0181114036525115e-06,2.8981491228825456e-06,4.155055278892201e-06,5.9914035636328186e-06,6.8487111941474616e-06,0.0
AGO_H49,0.0014996890617517066,0.002034670978814889,0.0008991522142979972,0.0014407509457213538,0.00022336882956354835,0.000989278264117256,0.0007039191507809374,0.0009715727442843644,0.0010257070957134056,0.0006874414327180051,0.0008991221408827194,0.0017864743539169013,0.0022049984762044653,0.0021111860303893856,0.0011658859501749107,0.0016029418898459353,0.002344568958847543,0.0017657332299651056,0.0013887431428016444,0.001186978287409969,0.0006079492668048695,0.0012889788921247728,0.0011028177042670356,0.0014754391703102243,0.0014120591542864875,0.0012424532127087338,0.0013286092568816385,0.0009001760756345536,0.0010610074347714472,0.0017602042057193407,0.001898279466869331,0.0020950892333187845,0.0011144847701133054,0.0012614926431710677,0.002061252473719745,6.406935473203854e-05,0.0011731532942095163,0.000303140994845649,0.00017360254248096932,0.00013481946360395993,0.0001562511384030232,0.0001454030404858157,0.0002159093197561807,0.0008872304035465569,0.00011955916583876042,0.00029277308722616875,0.0002464646577032076,0.00020955397847185748,0.0003798493192014916,0.0,2.5831392754418668e-06,7.991571130097663e-07,1.0099771433755976e-06,6.120704230975825e-06,2.414123916409721e-06,5.090462726657347e-06,4.3372414408212116e-05,9.004295497322436e-06,1.9268192352321683e-06,5.431087231022859e-07,5.802279773745901e-07,4.878621742313943e-06,1.0514579966831158e-05,2.0518324926964636e-05,5.083781029095814e-07,1.1697620764513465e-06,7.889215965798532e-05,6.921014662391266e-06,1.4225594739873238e-06,5.623891721161624e-07,4.292010516235115e-08,4.0711505858644763e-07,3.870106006654145e-07,2.660419646613798e-07,2.536298446576381e-07,1.1961836597663717e-07,1.1585744857046824e-06,1.7055940544379589e-06,1.6931780437085878e-06,1.312233701078451e-05,2.0550560137033982e-07,3.307210385169763e-07,3.822757796536029e-08,1.2908429569171804e-08,3.69023452990336e-07,4.824125878039151e-08,5.905764436094138e-07,3.798776119173736e-08,2.1658555429365593e-08,1.7051843221977152e-08,2.7413259717466634e-08,4.243097025230859e-07,1.485723550340463e-07,3.225658295446529e-07,4.790040185411868e-07,1.8442767145616198e-07,1.6914384321154093e-07,3.928789222054307e-07,6.704112685249914e-07,0.0
AGO_H50,0.00070395887406043,0.0006494071812289865,0.0006961110118112269,0.0012304890691249633,0.0006822523807423075,0.0006722719695382458,0.006892113518209967,0.000645482624595644,0.0007741278542694467,0.0005067477068577501,0.0006783917053957455,0.0012075662088501587,0.001467666700162078,0.0013263369864074663,0.0008841693830545548,0.0008127472815518281,0.0015906053402469419,0.0010395899974529285,0.0005559437983241309,0.0009482585727832266,0.0003424911295897908,0.000851633341520509,0.0008167963799933369,0.0010038911875528934,0.0011013215859030838,0.000907660430841111,0.0009484106895389674,0.00022914239430390246,0.0007016445450996321,0.0012318805869175706,0.00031649036389995195,0.004464798415686078,0.04738269255965775,0.004393486371253633,0.014428570246152109,0.0001522508322126937,0.0008417594592017709,0.0002268151044103198,0.00016204142103733163,0.0001136501037028224,4.0202825613927816e-05,0.00010360033284339564,6.352457742235362e-05,0.0024945248648024837,0.00010061934833807554,0.0007165190622636471,0.00020598325987408346,0.00021525428099505566,0.0003104898201369075,0.0,1.7578209177280755e-06,7.192414017087896e-07,7.574828575316982e-07,4.190012292345867e-06,1.6805795069919025e-06,3.4819521996466607e-06,2.9510118699285447e-05,6.1494826166712005e-06,1.3719225296794416e-06,4.0733154232671444e-07,4.835233144788252e-07,3.3540524478408362e-06,7.316548641251696e-06,1.3984280812522155e-05,3.495099457503372e-07,8.146557318143305e-07,5.3594721862379905e-05,4.723255131715488e-06,9.797394042636432e-07,3.96980592081997e-07,3.0657217973107966e-08,2.8374685901479684e-07,2.7090742046579013e-07,1.88446391635144e-07,1.690865631050921e-07,8.971377448247786e-08,8.206569273741501e-07,1.1626146738116423e-06,1.1629909795170096e-06,8.916809524839819e-06,2.1044563986481915e-07,2.883209053737742e-07,2.62814598511852e-06,1.2908429569171804e-08,6.027383065508822e-07,7.236188817058726e-08,4.1212888510872764e-07,3.1656467659781136e-08,1.7326844343492474e-08,1.7051843221977152e-08,2.242903067792724e-08,2.903171648842167e-07,1.1555627613759156e-07,2.4812756118819455e-07,3.36143170906096e-07,1.317340510401157e-07,1.3237344251337985e-07,2.94659191654073e-07,4.7323148366469983e-07,0.0
AGO_H51,0.0009252218513844808,0.0006806216458167862,0.0015543373201060238,9.690329964877127e-05,0.0024435977764764266,0.0011004126547455295,0.0009746215741537424,0.00047944875415490714,0.001353246401738193,0.001589430986500642,0.0016645909905531424,0.0009201222340427136,1.8812290546872405e-05,0.0007764016422508283,0.0015079308194880343,0.004824569988604517,9.001041187854257e-05,0.0014441844484830745,0.0005604092103588629,0.0017578805739398295,0.0007889156615899072,0.001565170752735603,0.0016941521136891989,0.001975148027932068,0.0022956530562202476,0.0019380782150336835,0.000881071444852883,0.0003264035202975817,0.00016030081367444777,0.0003168409938519876,0.0013320506214773136,0.0037947820875134596,0.005508280022558575,0.033795481818193834,0.012855361345372462,0.011613776151319416,0.0008200201223002672,0.0020861774003236343,0.0012705626036351233,0.0013262526717625078,0.00519405306385105,0.0029175161840640043,0.0066889199123518605,0.003175617627163307,0.0012041961052786437,0.00037515723224512926,0.0012336643900392114,0.0005914742475261366,0.0005983860054433887,0.0,8.574736184039392e-08,7.991571130097664e-08,8.416476194796647e-08,2.0539275942871897e-07,1.352907282248691e-07,1.703128793305432e-07,1.151624331060663e-06,3.3769655347663725e-07,1.565966162909536e-07,3.0549865674503586e-07,2.9011398868729504e-07,2.39575174845774e-07,3.059520100403597e-07,5.925077786396205e-07,9.53208942955465e-08,1.0444304254029878e-07,2.04293328340374e-06,2.1206451611783825e-07,6.642301045855208e-08,4.9622574010249625e-08,1.2262887189243185e-08,3.701045987149524e-08,5.805159009981216e-08,5.5425409304454124e-08,8.454328155254605e-08,2.9904591494159293e-08,5.792872428523412e-07,6.387992713250782e-08,1.0261685113385378e-07,3.896338672107774e-07,1.1065686227633683e-07,5.0880159771842505e-08,5.734136694804043e-08,1.000403291610815e-06,3.936250165230251e-07,5.306538465843067e-07,2.0394006685792707e-07,1.0130069651129963e-07,3.465368868698495e-08,6.820737288790861e-08,1.0466880983032713e-07,4.060379928450583e-08,1.9259379356265262e-07,4.156136649902259e-07,1.5846749485573097e-07,2.2131320574739436e-07,2.5003872474749526e-07,3.928789222054307e-07,2.760516988044082e-07,0.0
AGO_H52,0.0025070437976616113,0.007222368675504425,0.0005780453321383462,0.0010110853718069907,0.001431018207301152,0.0008398844931087569,0.00043752889621816724,0.0006258083811741166,0.0010700889486816205,0.002443432756789696,0.000571064062452538,0.0011643491077427456,0.0003074434336976001,0.0012987168301855849,0.0010341599325429957,0.0028901463540837785,0.0014424421341772062,0.0007048754390913182,0.0005760381524804248,0.0006924040009891486,0.0004526605361447359,0.0008641647326553016,0.0006293307906233319,0.000956443046830655,0.0009364404271690329,0.0009225401100352275,0.0012839150679306976,0.0011979477081867334,0.0006233008072689849,0.00104514263495178,0.0032624862469511923,0.00673715986773461,0.016518004135738822,0.017659575341300367,0.01885751886648554,0.000519214376520212,0.0007194024537760025,0.002107103415284654,0.0019280607593112414,0.001140673100658375,2.2827028102823417e-05,4.800557540058529e-05,3.865301168211875e-05,0.0013379340375233248,6.089590328862587e-05,0.00028038248668862394,0.0005169698019699688,0.00011699192321421058,0.00029687444194215277,0.0,1.5434525131270904e-06,4.794942678058597e-07,5.891533336357653e-07,3.6559911178311978e-06,1.444060609776085e-06,3.0467081746908284e-06,2.5937025863268913e-05,5.38611813864418e-06,1.157453250846179e-06,3.2812818687429777e-07,3.868186515830601e-07,2.9184612208485195e-06,6.2908642522911774e-06,1.2272591674229919e-05,3.0184949860256394e-07,7.102126892740317e-07,4.71773292063347e-05,4.14489736048502e-06,8.52428634218085e-07,3.3081716006833085e-07,2.452577437848637e-08,2.4673639914330163e-07,2.3220636039924865e-07,1.5519114605247155e-07,1.690865631050921e-07,8.971377448247786e-08,7.144542661845542e-07,1.019949503215708e-06,1.009065702816229e-06,7.848639120475624e-06,1.2942900855535825e-07,2.1200066571601045e-07,5.734136694804043e-08,3.872528870751541e-08,2.5831641709323517e-07,2.4120629390195755e-08,3.5689511700137235e-07,2.5325174127824908e-08,1.2995133257619354e-08,8.525921610988576e-09,1.7444801638387855e-08,2.5377374552816147e-07,9.35455568732884e-08,1.9850204895055565e-07,2.8812271791951083e-07,1.1065660287369718e-07,1.1031120209448322e-07,2.455493263783942e-07,4.0750488871126925e-07,0.0
AGO_H53,2.766102885626141e-05,2.8166177030397277e-05,2.504263071088457e-05,4.022401117496166e-05,3.0615480948154573e-06,0.0010129626424478714,1.0275996481055983e-05,0.0002950634192120477,3.650268905707553e-05,0.00020501630105563263,2.4300598402235655e-05,5.9297882914822604e-05,5.346650997532156e-06,4.964034949843316e-05,9.658063057466029e-05,0.0004561597307976753,2.452530885454671e-05,2.5825177725328474e-05,2.232706017365988e-05,3.816400005452e-05,3.900559455163986e-05,4.8371169780299664e-05,4.294513725165214e-05,5.045490079891816e-05,6.341583028232728e-05,6.323863657499543e-05,2.741243588991046e-05,1.951856737765813e-05,6.060553303880248e-05,2.388916074713986e-05,0.0012566834241744813,0.005157798594885975,0.005533117241929327,0.005051535469924617,0.012689822641043902,0.03809279079679313,2.3003610395066346e-05,0.0012512993687785255,0.0015607049646844888,0.0005752039578976973,1.6720601526522778e-05,3.6079717905660174e-06,6.032282735504726e-06,0.0006665539354583468,0.006923807760752024,0.0003537995431056351,0.0006214267094971445,0.0007399535561065848,9.264376902083132e-05,0.0,3.215526069014772e-08,0.0,0.0,8.215710377148759e-08,2.5426980836588876e-08,5.677095977684773e-08,4.5249663981498614e-07,9.364694340108427e-08,2.0425645603167863e-08,1.1314765064630958e-08,0.0,4.355912269923164e-08,1.1045831881113272e-07,2.1396114228652963e-07,0.0,2.088860850805976e-08,8.278056798922218e-07,7.711436949739573e-08,2.2141003486184028e-08,1.6540858003416544e-08,0.0,1.2336819957165081e-08,0.0,0.0,0.0,0.0,1.930957476174471e-08,1.703464723533542e-08,1.7102808522308966e-08,1.378058740404365e-07,2.9640230966875933e-09,0.0,0.0,0.0,0.0,0.0,8.497502785746961e-09,0.0,0.0,0.0,2.4921145197696938e-09,4.0603799284505835e-09,0.0,6.203189029704864e-09,6.0025566233231425e-09,5.269362041604628e-09,7.354080139632215e-09,0.0,1.3145318990686107e-08,0.0
AGO_I,0.00020265954647428287,0.0003175096319790239,0.00014681440795197233,6.764947333970824e-05,0.0007492338947543075,0.00026963753791777877,0.0009980304905510742,0.00014088432693509076,0.00035148457759848445,0.000459335119399193,0.0001275781416117372,0.0005869485359704475,1.3729671697366524e-05,0.0003209063511552629,0.0008512378786465761,0.0006161560542864121,9.987110306748404e-05,0.00016254670685942035,0.00017638377537191306,0.00027571542896530777,0.0004433676672233421,0.000421555997774425,0.0004801970913392744,0.0004868017899756086,0.0006214751367668073,0.0006621457241381875,0.0001746052981683427,4.888371078483253e-05,0.000249648808181517,8.978804619150112e-05,0.0013873538357081923,0.00043899155462101075,0.0004462724232809055,0.0011435863828912242,0.0007538908492963224,0.0009236091209041541,0.00013311874809048447,0.0020758098002061688,0.0012426580494679495,0.0010268684760803618,0.0016596638446239938,0.0015559600512566603,0.0025425143686654654,0.0020417701100178976,0.0009319769932141643,0.00014136905708362233,0.0006918593746771421,0.0002195973686317781,0.00058832246503857,0.0,8.574736184039392e-08,0.0,0.0,2.0539275942871897e-07,8.155824041924734e-08,1.703128793305432e-07,1.4349442992331093e-06,3.0080533334893736e-07,7.148975961108753e-08,3.394429519389287e-08,0.0,1.7423649079692656e-07,3.4890802291135577e-07,6.912590750795573e-07,1.588681571592442e-08,6.266582552417926e-08,2.6125243475497645e-06,2.69900293240885e-07,9.963451568782812e-08,4.9622574010249625e-08,6.131443594621593e-09,4.9347279828660324e-08,3.870106006654145e-08,3.325524558267247e-08,0.0,2.9904591494159293e-08,1.0620266118959589e-07,5.749193441925704e-08,6.841123408923587e-08,4.427975546578493e-07,1.0868084687854511e-08,8.480026628640418e-09,0.0,0.0,1.2300781766344534e-08,0.0,2.9741259750114367e-08,6.331293531956227e-09,0.0,0.0,4.9842290395393875e-09,1.6241519713802334e-08,1.1005359632151578e-08,1.860956708911459e-08,1.9208181194634057e-08,1.5808086124813884e-08,2.206224041889664e-08,2.455493263783942e-08,3.9435956972058315e-08,0.0
AGO_J58T60,8.240225546985483e-05,6.864743579269987e-05,8.899928588794284e-05,4.570910360791097e-05,0.0014904771967432075,3.461562986782295e-05,0.0007657536873819745,2.1867712262565787e-05,0.0002372059229029352,0.0005654998732925306,8.505209440782479e-05,0.005794106694982243,6.622806379659173e-06,0.00036807892037270316,0.001195773365940135,0.0003838209675181932,3.843141181331031e-05,4.810572321384715e-05,3.125788424312383e-05,7.126542867323633e-05,0.00011041395573708713,9.924861778755785e-05,0.00013705537943203044,9.826971957928828e-05,0.00010992077248936728,0.00012275735335146173,0.00011501304623375476,4.502538932645825e-05,0.00022632635373298054,4.355779445914382e-05,0.0007235615915392959,0.00043113256039878026,0.0004969722518129461,0.0006807260549253967,0.00047917542806535305,0.00012997582357825738,0.0009410820182936055,0.016840353650924938,0.002464654656998474,0.0007359829285337091,0.0006270749729233708,0.004537726570408823,0.007992774624543763,0.002482157812872991,0.0015280418986893607,0.0008631961332657614,0.0009340027052501242,0.012122371923024202,0.00045118206148270673,0.0,4.287368092019696e-08,0.0,0.0,8.215710377148759e-08,3.838034843258698e-08,7.569461303579698e-08,6.604005013516013e-07,1.3905152201979178e-07,4.085129120633573e-08,2.2629530129261917e-08,0.0,8.711824539846328e-08,1.6130421159720968e-07,3.2368480499757046e-07,1.588681571592442e-08,2.088860850805976e-08,1.1999385084676245e-06,1.349501466204425e-07,5.535250871546007e-08,3.308171600683309e-08,6.131443594621593e-09,2.4673639914330162e-08,1.9350530033270724e-08,2.217016372178165e-08,0.0,0.0,6.758351166610648e-08,2.7681301757420053e-08,3.420561704461793e-08,2.0565952775577836e-07,9.880076988958645e-09,8.480026628640418e-09,0.0,0.0,1.2300781766344534e-08,0.0,2.5492508357240884e-08,1.6461363183086188e-07,2.1658555429365593e-08,8.525921610988576e-09,4.9842290395393875e-09,8.120759856901167e-09,3.301607889645473e-08,1.2406378059409728e-08,1.3205624571310915e-08,2.1077448166418513e-08,1.470816027926443e-08,4.910986527567884e-08,2.6290637981372214e-08,0.0
AGO_J61,0.0002746152600054218,0.000375914821578852,0.0002867990075282489,9.507493550445482e-05,0.0011126792961193342,7.10531349918471e-05,0.0011541613562858326,5.960877155798943e-05,0.00031113464053792285,0.0011937782852650225,0.00016605408908194368,0.0008718798886204849,2.464300048245274e-05,0.0006513990795559211,0.0017597599708431657,0.001800809683522166,0.00013400426487535831,0.0002141970623100773,0.0002143397776671348,0.0004431697149188139,0.0006892618698670655,0.0005729352026827203,0.0007530496918854158,0.0005423168479767439,0.0008539998478020073,0.0010266978643940436,0.00044723985076908267,0.00012507246573662152,0.00033045618556658697,0.00012592325352900634,0.004355795639505796,0.0012039089450998097,0.0014276843850224731,0.0019059773048187073,0.0012216362239675605,0.0004521597113526304,0.00023352056504267752,0.0012768049371656646,0.007456366168667105,0.0009268162093943286,0.004788303294519348,0.0010678352371871769,0.0025764807606838457,0.0010219407789541493,0.0011555170114242344,0.003463840278029372,0.004200230629725644,0.0011126447639328288,0.0010784760800497414,0.0,1.2862104276059087e-07,7.991571130097664e-08,8.416476194796647e-08,3.2862841508595036e-07,1.2569564111672237e-07,2.649311456252894e-07,2.1952201850483787e-06,4.6255914467808285e-07,1.1234105081742325e-07,5.657382532315479e-08,9.670466289576503e-08,2.6135473619538977e-07,5.34758527577706e-07,1.053347162025992e-06,3.177363143184884e-08,8.355443403223903e-08,3.994731996544117e-06,4.048504398613275e-07,1.4391652266019616e-07,8.270429001708271e-08,6.131443594621593e-09,6.168409978582541e-08,5.805159009981216e-08,4.43403274435633e-08,0.0,2.9904591494159293e-08,1.448218107130853e-07,8.943189798551094e-08,1.0261685113385378e-07,6.757384483404147e-07,1.976015397791729e-08,1.6960053257280836e-08,9.556894491340073e-09,6.454214784585902e-09,2.460156353268907e-08,0.0,5.098501671448177e-08,1.2662587063912454e-08,6.064395520222366e-08,8.525921610988576e-09,9.968458079078775e-09,2.6392469534928788e-08,2.2010719264303156e-08,3.101594514852432e-08,3.36143170906096e-08,2.634681020802314e-08,3.6770400698161076e-08,4.910986527567884e-08,5.258127596274443e-08,0.0
AGO_J62_63,8.28820724646226e-05,4.389534082659316e-05,9.577615001266425e-05,0.00010421675622603702,0.001748977410099915,7.834063601665194e-05,0.007830157544507162,4.847398698325264e-05,0.00013317633688867268,0.00017683169533936732,8.910219414153075e-05,0.00021256783451669458,1.0737307353068693e-05,7.185037202736883e-05,0.00012176354571017343,0.00011403993269941882,6.523226478838198e-05,5.671411578895664e-05,3.349059026048982e-05,6.075085722964408e-05,0.0001267987509405973,6.842139559596792e-05,0.00019140781876615266,7.370228968446621e-05,8.455444037643638e-05,7.439839597058286e-05,0.00010726605348225832,2.5786157438999158e-05,4.1224901877342614e-05,5.677342158460796e-05,0.000109703597246457,6.598589488476602e-05,7.519525130594783e-05,0.00011108926116041882,4.769091243751405e-05,2.9164186562612524e-05,8.103684734347768e-05,0.0054484600838172765,0.007935618761202159,0.028304129531759262,0.0330881572487136,3.908339885445652e-05,0.0025437208252125664,0.0026204274861529745,0.002625485165061826,0.000604375490098112,3.4918310029293626e-05,0.002244019093299023,0.00017690125437098034,0.0,7.502894161034468e-08,0.0,0.0,1.6431420754297518e-07,7.484167944354461e-08,1.5138922607159396e-07,1.208695979325616e-06,2.6391411322123746e-07,8.170258241267145e-08,4.5259060258523834e-08,0.0,1.7423649079692656e-07,3.050753567164618e-07,5.925077786396205e-07,3.177363143184884e-08,6.266582552417926e-08,2.19482423384268e-06,2.1206451611783825e-07,7.749351220164409e-08,4.9622574010249625e-08,6.131443594621593e-09,3.701045987149524e-08,3.870106006654145e-08,3.325524558267247e-08,0.0,2.9904591494159293e-08,8.689308642785118e-08,5.962126532367396e-08,6.841123408923587e-08,3.735448565360056e-07,3.458026946135526e-08,2.5440079885921252e-08,9.556894491340073e-09,1.9362644353757704e-08,3.6902345299033596e-08,2.4120629390195755e-08,4.673626532160829e-08,8.230681591543094e-08,5.198053303047742e-08,2.3019988349669158e-07,6.728709203378173e-08,2.0301899642252915e-08,7.153483760898525e-08,4.962551223763891e-08,4.681994166192051e-08,3.6885534291232394e-08,2.941632055852886e-08,7.366479791351825e-08,5.258127596274443e-08,0.0
